challenge_id	master_id	public_id	pool	tier	tier_basis	total_length	in_draw	ms1190_status	ms1190_seq
ac-v1-00265	MS-n8-wXXXyxxyxy	ACP-012525	ms_expanded	T4_frontier	100k	29	true		
ac-v1-00266	MS-n5-wYXYYxy	ACP-000877	ms_expanded	T4_frontier	100k	20	true	open	474
ac-v1-00267	INTLB-b3t-64-1	ACP-042970	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-00268	INTLB-b4-2538-0	ACP-042093	interleaved_b	T2_medium	100k	29	true		
ac-v1-00269	MS-n3-wXXXYxYxxYY	ACP-002020	ms_expanded	T4_frontier	100k	20	true		
ac-v1-00270	INTLB-b4-1535-0	ACP-043266	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-00271	MS-n5-wXXyxYxy	ACP-027179	ms_expanded	T5_moonshot	100k	21	false	open	1048
ac-v1-00272	INTLB-b3t-446-0	ACP-038506	interleaved_b	T1_easy	10k_final	19	true		
ac-v1-00273	MS-n4-wyxyXyy	ACP-033749	ms_expanded	T5_moonshot	10k_final	18	false	open	375
ac-v1-00274	INTLB-b4-1333-0	ACP-045888	interleaved_b	T2_medium	100k	30	true		
ac-v1-00275	MS-n7-wXyyyyxyyyy	ACP-027437	ms_expanded	T1_easy	10k_final	28	true		
ac-v1-00276	INTLB-b4-1004-1	ACP-042892	interleaved_b	T0_warmup	10k_final	31	true		
ac-v1-00277	MS-n10-wYXYYYYYxyy	ACP-035227	ms_expanded	T1_easy	10k_final	34	true		
ac-v1-00278	INTLB-b3t-252-1	ACP-040378	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-00279	INTLB-b4-1373-1	ACP-047207	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-00280	MS-n10-wXXyxxYYY	ACP-030819	ms_expanded	T4_frontier	100k	32	true		
ac-v1-00281	INTLB-b3t-240-0	ACP-041739	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00282	INTLB-b3t-182-1	ACP-043252	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-00283	AUTH-21_14-k1-0	ACP-012117	aut_hard	T5_moonshot	100k	21	true		
ac-v1-00284	AUTH-22_8-k0-0	ACP-030517	aut_hard	T5_moonshot	100k	22	true		
ac-v1-00285	MS-n10-wXXYxxy	ACP-030865	ms_expanded	T4_frontier	100k	30	true		
ac-v1-00286	MS-n2-wYYXYxY	ACP-030948	ms_expanded	T1_easy	10k_final	14	true	uncertified	233
ac-v1-00287	INTLB-b4-2848-1	ACP-038379	interleaved_b	T2_medium	100k	29	true		
ac-v1-00288	INTL-b3-133-1	ACP-032108	interleaved	T1_easy	10k_final	29	true		
ac-v1-00289	MS-n6-wXyyyxyyyy	ACP-031627	ms_expanded	T1_easy	10k_final	25	true		
ac-v1-00290	INTLB-b4-642-0	ACP-039903	interleaved_b	T2_medium	100k	23	true		
ac-v1-00291	INTL-b4-184-1	ACP-022054	interleaved	T1_easy	10k_final	30	true		
ac-v1-00292	MS-n7-wyXyyxy	ACP-033047	ms_expanded	T4_frontier	100k	24	true	open	497
ac-v1-00293	MS-n3-wXXXYxxYxY	ACP-024886	ms_expanded	T4_frontier	100k	19	true		
ac-v1-00294	AUTH-25_22-k0-0	ACP-016066	aut_hard	T5_moonshot	100k	25	true		
ac-v1-00295	INTLB-b4-1985-1	ACP-046810	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-00296	INTLB-b4-306-1	ACP-038534	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-00297	INTL-b4-185-0	ACP-031582	interleaved	T2_medium	100k	33	true		
ac-v1-00298	INTLB-b3t-439-1	ACP-044172	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-00299	AUTH-19_45-k0-0	ACP-019560	aut_hard	T5_moonshot	100k	19	true		
ac-v1-00300	INTLB-b4-220-1	ACP-045723	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00301	MS-n5-wXyxxyXY	ACP-009633	ms_expanded	T5_moonshot	100k	21	false	open	992
ac-v1-00302	INTLB-b4-1793-0	ACP-041091	interleaved_b	T1_easy	10k_final	23	true		
ac-v1-00303	INTLB-b4-1386-0	ACP-039927	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-00304	INTLB-b4-1044-0	ACP-039650	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-00305	INTLB-b4-2450-0	ACP-039692	interleaved_b	T2_medium	100k	20	true		
ac-v1-00306	INTLB-b4-3312-0	ACP-044361	interleaved_b	T3_hard_solvable	100k	24	true		
ac-v1-00307	MS-n10-wXXXyxxxy	ACP-036923	ms_expanded	T4_frontier	100k	32	true		
ac-v1-00308	MS-n6-wyxYXyyy	ACP-013401	ms_expanded	T2_medium	100k	23	true	uncertified	762
ac-v1-00309	AUTH-25_24-k12-1	ACP-000978	aut_hard	T5_moonshot	100k	35	true		
ac-v1-00310	MS-n5-wXXYxYxy	ACP-027226	ms_expanded	T5_moonshot	100k	21	false	open	943
ac-v1-00311	INTLB-b4-732-0	ACP-044831	interleaved_b	T2_medium	100k	31	true		
ac-v1-00312	INTLB-b4-1341-1	ACP-038840	interleaved_b	T3_hard_solvable	100k	24	true		
ac-v1-00313	INTLB-b3t-206-0	ACP-040183	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00314	INTLB-b4-1404-0	ACP-043593	interleaved_b	T3_hard_solvable	100k	32	true		
ac-v1-00315	INTLB-b3t-944-0	ACP-037365	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-00316	MS-n6-wyXyyxYYY	ACP-014117	ms_expanded	T1_easy	10k_final	24	true		
ac-v1-00317	INTLB-b3t-426-1	ACP-043033	interleaved_b	T1_easy	10k_final	19	true		
ac-v1-00318	INTLB-b4-1532-0	ACP-041120	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-00319	INTLB-b4-1327-0	ACP-046323	interleaved_b	T3_hard_solvable	100k	34	true		
ac-v1-00320	MS-n3-wYYYXyxy	ACP-000504	ms_expanded	T5_moonshot	10k_final	17	false	open	507
ac-v1-00321	MS-n5-wXXYxyyxy	ACP-034790	ms_expanded	T4_frontier	100k	22	true		
ac-v1-00322	INTLB-b4-2040-1	ACP-042137	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-00323	MS-n9-wXYYYxY	ACP-009210	ms_expanded	T4_frontier	100k	28	true		
ac-v1-00324	MS-n8-wXYYxY	ACP-015641	ms_expanded	T4_frontier	100k	25	true		
ac-v1-00325	INTLB-b4-3328-0	ACP-043261	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-00326	INTLB-b4-1739-0	ACP-040328	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-00327	INTLB-b4-846-1	ACP-038975	interleaved_b	T2_medium	100k	33	true		
ac-v1-00328	INTLB-b4-1235-1	ACP-040101	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00329	INTLB-b3t-1-0	ACP-038480	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-00330	INTL-b4-61-0	ACP-036683	interleaved	T2_medium	100k	33	true		
ac-v1-00331	INTLB-b3t-902-0	ACP-040067	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-00332	INTLB-b3t-717-1	ACP-044434	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00333	INTLB-b3t-416-0	ACP-038212	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-00334	INTLB-b3t-695-0	ACP-044076	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00335	MS-n9-wXXXYxYxxyy	ACP-013490	ms_expanded	T4_frontier	100k	32	true		
ac-v1-00336	INTLB-b4-2509-0	ACP-047109	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-00337	INTL-b1-101-0	ACP-031297	interleaved	T0_warmup	10k_final	33	true		
ac-v1-00338	INTL-b2-157-0	ACP-029476	interleaved	T1_easy	10k_final	17	true		
ac-v1-00339	MS-n4-wXXXYxxYxYY	ACP-011183	ms_expanded	T4_frontier	100k	22	true		
ac-v1-00340	INTLB-b4-2312-0	ACP-047210	interleaved_b	T2_medium	100k	35	true		
ac-v1-00341	INTLB-b4-2474-1	ACP-045288	interleaved_b	T2_medium	100k	33	true		
ac-v1-00342	INTLB-b4-164-1	ACP-039920	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00343	MS-n9-wYYYYYYYYYY	ACP-031650	ms_expanded	T0_warmup	10k_final	32	true		
ac-v1-00344	INTL-b2-292-0	ACP-024573	interleaved	T1_easy	10k_final	35	true		
ac-v1-00345	MS-n4-wXyyxyyy	ACP-024588	ms_expanded	T1_easy	10k_final	19	true	uncertified	655
ac-v1-00346	INTLB-b4-1858-0	ACP-043813	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00347	MS-n10-wYxyyXy	ACP-032088	ms_expanded	T4_frontier	100k	30	true		
ac-v1-00348	INTLB-b4-1600-0	ACP-043843	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-00349	INTLB-b4-827-0	ACP-045532	interleaved_b	T2_medium	100k	27	true		
ac-v1-00350	INTLB-b3t-841-1	ACP-040912	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-00351	MS-n10-wXXYYYxyxY	ACP-005704	ms_expanded	T4_frontier	100k	33	true		
ac-v1-00352	MS-n6-wXXXYYYxxxY	ACP-021203	ms_expanded	T4_frontier	100k	26	true		
ac-v1-00353	MS-n10-wXXyyyxxy	ACP-033573	ms_expanded	T4_frontier	100k	32	true		
ac-v1-00354	MS-n6-wYYXyxYY	ACP-021771	ms_expanded	T4_frontier	100k	23	true	open	1091
ac-v1-00355	INTL-b4-156-0	ACP-004985	interleaved	T1_easy	10k_final	21	true		
ac-v1-00356	INTL-b2-40-1	ACP-007069	interleaved	T1_easy	10k_final	24	true		
ac-v1-00357	MS-n4-wXXYxYxyy	ACP-028650	ms_expanded	T4_frontier	100k	20	true		
ac-v1-00358	INTLB-b4-1982-1	ACP-037646	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-00359	INTLB-b4-3437-0	ACP-045233	interleaved_b	T2_medium	100k	33	true		
ac-v1-00360	INTLB-b4-2804-1	ACP-044385	interleaved_b	T3_hard_solvable	100k	24	true		
ac-v1-00361	MS-n6-wyxyXyyy	ACP-026860	ms_expanded	T4_frontier	100k	23	false	open	559
ac-v1-00362	INTLB-b4-1410-0	ACP-039815	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00363	AUTH-17_28-k1-3	ACP-025247	aut_hard	T5_moonshot	100k	17	true		
ac-v1-00364	MS-n9-wYYXYYYxyyy	ACP-020801	ms_expanded	T1_easy	10k_final	32	true		
ac-v1-00365	INTLB-b4-2465-1	ACP-042181	interleaved_b	T2_medium	100k	29	true		
ac-v1-00366	AUTH-25_25-k1-1	ACP-026528	aut_hard	T5_moonshot	100k	37	true		
ac-v1-00367	INTLB-b4-1213-0	ACP-041997	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-00368	MS-n4-wXXyxyxyy	ACP-006889	ms_expanded	T4_frontier	100k	20	true		
ac-v1-00369	INTLB-b4-1523-1	ACP-038986	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00370	INTLB-b3t-623-0	ACP-037724	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-00371	INTLB-b3t-450-0	ACP-041752	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00372	MS-n7-wYXYYYYYxYY	ACP-034017	ms_expanded	T2_medium	100k	28	true		
ac-v1-00373	MS-n4-wXXXYYxxxyy	ACP-035595	ms_expanded	T4_frontier	100k	22	true		
ac-v1-00374	INTLB-b4-2793-0	ACP-045398	interleaved_b	T2_medium	100k	27	true		
ac-v1-00375	INTLB-b4-103-1	ACP-042277	interleaved_b	T2_medium	100k	29	true		
ac-v1-00376	INTLB-b3t-303-1	ACP-039978	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00377	INTL-b2-102-0	ACP-006866	interleaved	T1_easy	10k_final	25	true		
ac-v1-00378	INTLB-b4-3298-1	ACP-041397	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-00379	INTLB-b4-2044-1	ACP-040745	interleaved_b	T2_medium	100k	33	true		
ac-v1-00380	INTL-b2-29-1	ACP-012097	interleaved	T1_easy	10k_final	32	true		
ac-v1-00381	INTLB-b4-1717-1	ACP-041157	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-00382	INTLB-b4-1483-1	ACP-042085	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-00383	INTLB-b3t-18-0	ACP-044018	interleaved_b	T1_easy	10k_final	26	true		
ac-v1-00384	INTLB-b4-197-1	ACP-043025	interleaved_b	T1_easy	10k_final	32	true		
ac-v1-00385	INTLB-b4-1891-1	ACP-041324	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-00386	INTLB-b3t-412-1	ACP-037546	interleaved_b	T3_hard_solvable	100k	23	true		
ac-v1-00387	INTLB-b4-2911-1	ACP-043871	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-00388	INTLB-b4-257-1	ACP-044186	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-00389	INTLB-b3t-926-1	ACP-042428	interleaved_b	T1_easy	10k_final	21	true		
ac-v1-00390	INTLB-b3t-26-0	ACP-041681	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00391	INTLB-b3t-499-0	ACP-041330	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00392	MS-n2-wXyXYxxYY	ACP-017021	ms_expanded	T4_frontier	100k	16	true		
ac-v1-00393	INTLB-b3t-810-0	ACP-040627	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-00394	AUTH-25_8-k1-1	ACP-001531	aut_hard	T5_moonshot	100k	39	true		
ac-v1-00395	INTLB-b4-1141-1	ACP-039834	interleaved_b	T2_medium	100k	34	true		
ac-v1-00396	INTLB-b3t-796-1	ACP-046880	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-00397	MS-n6-wXXXyxxxy	ACP-030320	ms_expanded	T4_frontier	100k	24	true		
ac-v1-00398	INTLB-b4-1756-0	ACP-046711	interleaved_b	T2_medium	100k	31	true		
ac-v1-00399	AUTH-AK(3)-k0-0	ACP-031085	aut_hard	T5_moonshot	10k_final	13	true		
ac-v1-00400	INTLB-b3t-318-0	ACP-038509	interleaved_b	T1_easy	10k_final	22	true		
ac-v1-00401	INTLB-b4-1526-0	ACP-042564	interleaved_b	T2_medium	100k	35	true		
ac-v1-00402	AUTH-21_42-k0-0	ACP-030030	aut_hard	T5_moonshot	100k	21	true		
ac-v1-00403	INTL-b4-102-1	ACP-002776	interleaved	T1_easy	10k_final	33	true		
ac-v1-00404	INTL-b4-43-0	ACP-013077	interleaved	T2_medium	100k	31	true		
ac-v1-00405	INTLB-b4-1311-0	ACP-040375	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-00406	MS-n10-wXyXyxxy	ACP-025428	ms_expanded	T4_frontier	100k	31	true		
ac-v1-00407	MS-n6-wXXYxyyxY	ACP-010381	ms_expanded	T4_frontier	100k	24	true		
ac-v1-00408	INTLB-b4-3951-0	ACP-041135	interleaved_b	T2_medium	100k	30	true		
ac-v1-00409	MS-n3-wXXXyxYxxy	ACP-034319	ms_expanded	T4_frontier	100k	19	true		
ac-v1-00410	AUTH-23_13-k12-0	ACP-015315	aut_hard	T5_moonshot	100k	26	true		
ac-v1-00411	INTLB-b4-3961-0	ACP-039333	interleaved_b	T2_medium	100k	32	true		
ac-v1-00412	MS-n7-wXXYYxxYY	ACP-004879	ms_expanded	T4_frontier	100k	26	true		
ac-v1-00413	MS-n2-wXXyxxY	ACP-034749	ms_expanded	T5_moonshot	10k_final	14	true	open	415
ac-v1-00414	INTLB-b4-1602-1	ACP-040568	interleaved_b	T1_easy	10k_final	20	true		
ac-v1-00415	INTL-b3-125-1	ACP-021889	interleaved	T1_easy	10k_final	31	true		
ac-v1-00416	INTL-b3-175-0	ACP-023721	interleaved	T1_easy	10k_final	25	true		
ac-v1-00417	INTLB-b4-2289-0	ACP-041524	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-00418	INTLB-b3t-409-1	ACP-046604	interleaved_b	T1_easy	10k_final	34	true		
ac-v1-00419	AUTH-24_1-k1-1	ACP-017061	aut_hard	T5_moonshot	100k	37	true		
ac-v1-00420	INTLB-b3t-52-0	ACP-039551	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00421	AUTH-19_21-k1-2	ACP-036741	aut_hard	T5_moonshot	100k	19	true		
ac-v1-00422	INTLB-b4-1541-1	ACP-041507	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-00423	MS-n5-wXXXyxYxxY	ACP-027866	ms_expanded	T4_frontier	100k	23	true		
ac-v1-00424	INTLB-b4-1677-1	ACP-041598	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-00425	INTLB-b4-3030-0	ACP-037986	interleaved_b	T2_medium	100k	29	true		
ac-v1-00426	AUTH-25_14-k1-0	ACP-027178	aut_hard	T5_moonshot	100k	37	true		
ac-v1-00427	INTLB-b3t-177-1	ACP-043085	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-00428	INTL-b2-268-0	ACP-018195	interleaved	T1_easy	10k_final	24	true		
ac-v1-00429	INTLB-b4-672-0	ACP-040940	interleaved_b	T3_hard_solvable	100k	27	true		
ac-v1-00430	INTLB-b3t-120-0	ACP-044669	interleaved_b	T1_easy	10k_final	19	true		
ac-v1-00431	INTLB-b4-2022-0	ACP-039038	interleaved_b	T2_medium	100k	33	true		
ac-v1-00432	INTLB-b3t-60-1	ACP-042247	interleaved_b	T3_hard_solvable	100k	22	true		
ac-v1-00433	INTLB-b4-3339-1	ACP-040033	interleaved_b	T3_hard_solvable	100k	31	true		
ac-v1-00434	MS-n7-wyXyxYYY	ACP-009654	ms_expanded	T4_frontier	100k	25	false	open	1071
ac-v1-00435	INTLB-b3t-586-1	ACP-037792	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-00436	INTLB-b4-3963-0	ACP-041268	interleaved_b	T2_medium	100k	25	true		
ac-v1-00437	MS-n5-wXXXYxYYxxY	ACP-021533	ms_expanded	T4_frontier	100k	24	true		
ac-v1-00438	INTLB-b4-2131-0	ACP-045095	interleaved_b	T3_hard_solvable	100k	22	true		
ac-v1-00439	INTL-b4-160-0	ACP-018866	interleaved	T2_medium	100k	33	true		
ac-v1-00440	MS-n3-wXXXYxyxxY	ACP-016979	ms_expanded	T4_frontier	100k	19	true		
ac-v1-00441	INTLB-b4-1167-0	ACP-040077	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00442	INTL-b1-18-1	ACP-010917	interleaved	T1_easy	10k_final	21	true		
ac-v1-00443	MS-n4-wXXXYxyxyxy	ACP-002115	ms_expanded	T4_frontier	100k	22	true		
ac-v1-00444	MS-n5-wYXyyyyyyxY	ACP-008290	ms_expanded	T2_medium	100k	24	true		
ac-v1-00445	MS-n10-wYYXYxY	ACP-021163	ms_expanded	T4_frontier	100k	30	true		
ac-v1-00446	MS-n10-wXYXYxxy	ACP-023875	ms_expanded	T4_frontier	100k	31	true		
ac-v1-00447	INTLB-b3t-733-0	ACP-037422	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00448	MS-n9-wXYYxyyy	ACP-022741	ms_expanded	T4_frontier	100k	29	true		
ac-v1-00449	AUTH-AK(5)-k1-0	ACP-032924	aut_hard	T5_moonshot	100k	17	true		
ac-v1-00450	INTLB-b4-582-0	ACP-039793	interleaved_b	T2_medium	100k	21	true		
ac-v1-00451	INTLB-b3t-21-0	ACP-046447	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-00452	INTLB-b3t-868-0	ACP-046802	interleaved_b	T1_easy	10k_final	19	true		
ac-v1-00453	INTLB-b3t-174-1	ACP-038677	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-00454	AUTH-17_10-k1-1	ACP-013649	aut_hard	T5_moonshot	100k	17	true		
ac-v1-00455	INTLB-b4-1951-0	ACP-038387	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00456	MS-n6-wYXYYxYY	ACP-031015	ms_expanded	T4_frontier	100k	23	true	open	811
ac-v1-00457	MS-n5-wXXXYYYxxxy	ACP-027000	ms_expanded	T4_frontier	100k	24	true		
ac-v1-00458	MS-n6-wXXXYYYxxxy	ACP-018837	ms_expanded	T4_frontier	100k	26	true		
ac-v1-00459	INTLB-b4-2992-1	ACP-038551	interleaved_b	T2_medium	100k	31	true		
ac-v1-00460	INTLB-b3t-343-1	ACP-044121	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00461	INTLB-b4-2013-1	ACP-037518	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00462	INTLB-b4-2016-0	ACP-045981	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00463	INTLB-b4-1376-1	ACP-044475	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00464	INTLB-b4-448-1	ACP-043185	interleaved_b	T2_medium	100k	28	true		
ac-v1-00465	INTLB-b3t-299-0	ACP-044902	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-00466	MS-n6-wYYYXYYYxy	ACP-004963	ms_expanded	T1_easy	10k_final	25	true		
ac-v1-00467	INTLB-b4-2224-0	ACP-038143	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00468	INTLB-b3t-440-0	ACP-044714	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00469	MS-n10-wXYxxYXY	ACP-023697	ms_expanded	T4_frontier	100k	31	true		
ac-v1-00470	INTLB-b4-1399-0	ACP-044042	interleaved_b	T2_medium	100k	32	true		
ac-v1-00471	MS-n9-wXYYxyyyyy	ACP-001039	ms_expanded	T1_easy	10k_final	31	true		
ac-v1-00472	AUTH-AK(4)-k0-0	ACP-001227	aut_hard	T5_moonshot	10k_final	15	true		
ac-v1-00473	INTLB-b4-2170-1	ACP-044888	interleaved_b	T1_easy	10k_final	36	true		
ac-v1-00474	MS-n4-wYXyxYY	ACP-001591	ms_expanded	T4_frontier	100k	18	true	open	326
ac-v1-00475	MS-n7-wyXyyxyy	ACP-035239	ms_expanded	T4_frontier	100k	25	false	open	665
ac-v1-00476	INTLB-b4-3055-1	ACP-042856	interleaved_b	T3_hard_solvable	100k	33	true		
ac-v1-00477	AUTH-17_25-k1-3	ACP-033831	aut_hard	T5_moonshot	100k	17	true		
ac-v1-00478	INTLB-b4-1132-0	ACP-042757	interleaved_b	T1_easy	10k_final	27	true		
ac-v1-00479	INTLB-b4-1961-1	ACP-040553	interleaved_b	T1_easy	10k_final	25	true		
ac-v1-00480	MS-n5-wYXyyyxY	ACP-005577	ms_expanded	T4_frontier	100k	21	true	open	635
ac-v1-00481	MS-n3-wXXYXyxxxY	ACP-014465	ms_expanded	T4_frontier	100k	19	true		
ac-v1-00482	INTLB-b4-1473-0	ACP-042784	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-00483	MS-n2-wXXyyxxyyyy	ACP-006020	ms_expanded	T1_easy	10k_final	18	true		
ac-v1-00484	INTL-b3-186-0	ACP-010706	interleaved	T0_warmup	10k_final	28	true		
ac-v1-00485	INTLB-b4-2188-0	ACP-040686	interleaved_b	T2_medium	100k	33	true		
ac-v1-00486	INTLB-b3t-243-1	ACP-041400	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00487	INTL-b2-50-1	ACP-000145	interleaved	T1_easy	10k_final	25	true		
ac-v1-00488	MS-n6-wXYYYYYYxy	ACP-018770	ms_expanded	T0_warmup	10k_final	25	true		
ac-v1-00489	MS-n6-wYYXyyyyxyy	ACP-020117	ms_expanded	T1_easy	10k_final	26	true		
ac-v1-00490	INTLB-b4-1297-0	ACP-044086	interleaved_b	T1_easy	10k_final	22	true		
ac-v1-00491	AUTH-16_7-k0-0	ACP-003464	aut_hard	T5_moonshot	100k	16	true		
ac-v1-00492	AUTH-21_7-k0-0	ACP-015898	aut_hard	T5_moonshot	100k	21	true		
ac-v1-00493	INTLB-b4-2902-0	ACP-038238	interleaved_b	T2_medium	100k	35	true		
ac-v1-00494	INTLB-b3t-138-1	ACP-039395	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00495	INTL-b4-23-0	ACP-015279	interleaved	T3_hard_solvable	100k	31	true		
ac-v1-00496	INTLB-b3t-246-1	ACP-037927	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00497	MS-n5-wXXYxYxYY	ACP-006810	ms_expanded	T4_frontier	100k	22	true		
ac-v1-00498	MS-n5-wyXyxyyyyy	ACP-020574	ms_expanded	T2_medium	100k	23	true		
ac-v1-00499	INTLB-b4-2848-0	ACP-040335	interleaved_b	T2_medium	100k	21	true		
ac-v1-00500	INTLB-b4-1966-1	ACP-039899	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-00501	AUTH-20_8-k1-0	ACP-002887	aut_hard	T5_moonshot	100k	31	true		
ac-v1-00502	MS-n7-wYXyxyyyy	ACP-014414	ms_expanded	T1_easy	10k_final	26	true		
ac-v1-00503	MS-n2-wXXYxxyyyy	ACP-028718	ms_expanded	T4_frontier	100k	17	true		
ac-v1-00504	INTLB-b4-2709-0	ACP-046811	interleaved_b	T2_medium	100k	33	true		
ac-v1-00505	INTLB-b4-1302-0	ACP-044467	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00506	INTLB-b4-1728-1	ACP-038135	interleaved_b	T1_easy	10k_final	24	true		
ac-v1-00507	AUTH-19_29-k1-1	ACP-006767	aut_hard	T5_moonshot	100k	19	true		
ac-v1-00508	INTLB-b4-2113-1	ACP-037876	interleaved_b	T3_hard_solvable	100k	24	true		
ac-v1-00509	INTLB-b4-1295-1	ACP-045389	interleaved_b	T1_easy	10k_final	30	true		
ac-v1-00510	INTLB-b4-1263-1	ACP-037699	interleaved_b	T1_easy	10k_final	31	true		
ac-v1-00511	INTLB-b3t-268-1	ACP-037818	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00512	INTLB-b4-1558-1	ACP-041821	interleaved_b	T2_medium	100k	36	true		
ac-v1-00513	MS-n2-wYYYYXYxY	ACP-027236	ms_expanded	T1_easy	10k_final	16	true		
ac-v1-00514	INTLB-b3t-759-0	ACP-043679	interleaved_b	T1_easy	10k_final	33	true		
ac-v1-00515	INTLB-b4-1500-0	ACP-037371	interleaved_b	T2_medium	100k	29	true		
ac-v1-00516	INTL-b2-114-0	ACP-020627	interleaved	T1_easy	10k_final	25	true		
ac-v1-00517	MS-n4-wXXXYxYxYxy	ACP-013351	ms_expanded	T4_frontier	100k	22	true		
ac-v1-00518	INTLB-b4-2093-1	ACP-041296	interleaved_b	T1_easy	10k_final	29	true		
ac-v1-00519	INTLB-b4-1449-1	ACP-045634	interleaved_b	T2_medium	100k	33	true		
ac-v1-00520	INTL-b4-49-1	ACP-020662	interleaved	T3_hard_solvable	100k	22	true		
ac-v1-00521	INTL-triv-0-6	ACP-001084	interleaved	T1_easy	10k_final	34	true		
ac-v1-00522	INTLB-b4-644-0	ACP-046982	interleaved_b	T3_hard_solvable	100k	29	true		
ac-v1-00523	INTLB-b4-1740-0	ACP-038060	interleaved_b	T3_hard_solvable	100k	35	true		
ac-v1-00524	MS-n8-wXXyxYxy	ACP-006851	ms_expanded	T4_frontier	100k	27	true		
ac-v1-00525	MS-n8-wXyyxYY	ACP-029650	ms_expanded	T1_easy	10k_final	26	true		
ac-v1-00526	MS-n8-wYYYYxyXy	ACP-003597	ms_expanded	T1_easy	10k_final	28	true		
ac-v1-00527	AUTH-25_11-k1-2	ACP-013182	aut_hard	T5_moonshot	100k	25	true		
ac-v1-00528	INTLB-b3t-822-0	ACP-042297	interleaved_b	T1_easy	10k_final	35	true		
ac-v1-00529	MS-n6-wYYXYYYxYYY	ACP-017543	ms_expanded	T1_easy	10k_final	26	true		
